,Date & Time,RCC,FS,Op Mode,Status,Thrust,Isp,Bus_V,Bus_I,Emit_V,Emit_I,Emit_P,Ext_V,Ext_I,Ext_P,Rsv_P,Rsv_T,Neut Bias,Neut_V,NeutB_I,NeutB_P,LVB_T,ThermoEle_V,FSe
21,2024-01-11 00:00:21,0.0,0.0,0.0,0.0,0.0,0.0,12.108,4.754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.108,0.0,0.0,0.0,0.0,292.954,24.642,0.0
22,2024-01-11 00:00:22,0.0,0.0,0.0,0.0,0.0,0.0,12.067,4.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.067,0.0,0.0,0.0,0.0,292.978,24.683,0.0
23,2024-01-11 00:00:23,0.0,0.0,0.0,0.0,0.0,0.0,12.024,4.779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.024,0.0,0.0,0.0,0.0,292.979,24.726,0.0
24,2024-01-11 00:00:24,0.0,0.0,0.0,0.0,0.0,0.0,12.244,4.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.244,0.0,0.0,0.0,0.0,292.958,24.506,0.0
25,2024-01-11 00:00:25,0.0,0.0,0.0,0.0,0.0,0.0,11.98,4.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.98,0.0,0.0,0.0,0.0,292.952,24.73,0.0
26,2024-01-11 00:00:26,0.0,0.0,0.0,0.0,0.0,0.0,11.766,4.779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.766,0.0,0.0,0.0,0.0,292.979,24.516,0.0
27,2024-01-11 00:00:27,0.0,0.0,0.0,0.0,0.0,0.0,11.986,4.766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.986,0.0,0.0,0.0,0.0,292.966,24.736,0.0
28,2024-01-11 00:00:28,0.0,0.0,0.0,0.0,0.0,0.0,12.079,4.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.079,0.0,0.0,0.0,0.0,292.965,24.671,0.0
29,2024-01-11 00:00:29,0.0,0.0,0.0,0.0,0.0,0.0,12.28,4.838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.28,0.0,0.0,0.0,0.0,293.038,24.47,0.0
30,2024-01-11 00:00:30,0.0,0.0,0.0,0.0,0.0,0.0,12.036,4.836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.036,0.0,0.0,0.0,0.0,293.036,24.714,0.0
31,2024-01-11 00:00:31,0.0,0.0,0.0,0.0,0.0,0.0,12.106,4.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.106,0.0,0.0,0.0,0.0,292.972,24.644,0.0
32,2024-01-11 00:00:32,0.0,0.0,0.0,0.0,0.0,0.0,11.911,4.802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.911,0.0,0.0,0.0,0.0,293.002,24.661,0.0
33,2024-01-11 00:00:33,0.0,0.0,0.0,0.0,0.0,0.0,12.017,4.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.017,0.0,0.0,0.0,0.0,292.965,24.733,0.0
34,2024-01-11 00:00:34,0.0,0.0,0.0,0.0,0.0,0.0,11.933,4.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.933,0.0,0.0,0.0,0.0,293.01,24.683,0.0
35,2024-01-11 00:00:35,0.0,0.0,0.0,0.0,0.0,0.0,12.149,4.834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.149,0.0,0.0,0.0,0.0,293.034,24.601,0.0
36,2024-01-11 00:00:36,0.0,0.0,0.0,0.0,0.0,0.0,11.85,4.774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.85,0.0,0.0,0.0,0.0,292.974,24.6,0.0
37,2024-01-11 00:00:37,0.0,0.0,0.0,0.0,0.0,0.0,11.934,4.793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.934,0.0,0.0,0.0,0.0,292.993,24.684,0.0
38,2024-01-11 00:00:38,0.0,0.0,0.0,0.0,0.0,0.0,11.967,4.791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.967,0.0,0.0,0.0,0.0,292.991,24.717,0.0
39,2024-01-11 00:00:39,0.0,0.0,0.0,0.0,0.0,0.0,11.885,4.769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.885,0.0,0.0,0.0,0.0,292.969,24.635,0.0
40,2024-01-11 00:00:40,0.0,0.0,0.0,0.0,0.0,0.0,11.907,4.804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.907,0.0,0.0,0.0,0.0,293.004,24.657,0.0
41,2024-01-11 00:00:41,0.0,0.0,0.0,0.0,0.0,0.0,12.21,4.767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.21,0.0,0.0,0.0,0.0,292.967,24.54,0.0
42,2024-01-11 00:00:42,0.0,0.0,0.0,0.0,0.0,0.0,12.021,4.821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.021,0.0,0.0,0.0,0.0,293.021,24.729,0.0
43,2024-01-11 00:00:43,0.0,0.0,0.0,0.0,0.0,0.0,11.766,4.787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.766,0.0,0.0,0.0,0.0,292.987,24.516,0.0
44,2024-01-11 00:00:44,0.0,0.0,0.0,0.0,0.0,0.0,12.1,4.783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.1,0.0,0.0,0.0,0.0,292.983,24.65,0.0
45,2024-01-11 00:00:45,0.0,0.0,0.0,0.0,0.0,0.0,12.07,4.773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.07,0.0,0.0,0.0,0.0,292.973,24.68,0.0
46,2024-01-11 00:00:46,0.0,0.0,0.0,0.0,0.0,0.0,11.933,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.933,0.0,0.0,0.0,0.0,293.0,24.683,0.0
47,2024-01-11 00:00:47,0.0,0.0,0.0,0.0,0.0,0.0,12.163,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.163,0.0,0.0,0.0,0.0,293.0,24.587,0.0
48,2024-01-11 00:00:48,0.0,0.0,0.0,0.0,0.0,0.0,12.198,4.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.198,0.0,0.0,0.0,0.0,293.033,24.552,0.0
49,2024-01-11 00:00:49,1.0,0.0,0.0,0.0,0.0,0.0,12.097,4.848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.097,0.0,0.0,0.0,0.0,293.048,24.653,0.0
50,2024-01-11 00:00:50,0.0,0.0,0.0,0.0,0.0,0.0,11.837,4.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.837,0.0,0.0,0.0,0.0,293.012,24.587,0.0
51,2024-01-11 00:00:51,0.0,0.0,0.0,0.0,0.0,0.0,12.071,4.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.071,0.0,0.0,0.0,0.0,292.98,24.679,0.0
52,2024-01-11 00:00:52,1.0,0.0,0.0,0.0,0.0,0.0,11.8,4.843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.8,0.0,0.0,0.0,0.0,293.043,24.55,0.0
53,2024-01-11 00:00:53,1.0,0.0,0.0,0.0,0.0,0.0,11.852,4.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.852,0.0,0.0,0.0,0.0,293.05,24.602,0.0
54,2024-01-11 00:00:54,1.0,0.0,0.0,0.0,0.0,0.0,11.807,4.846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.807,0.0,0.0,0.0,0.0,293.046,24.557,0.0
55,2024-01-11 00:00:55,1.0,0.0,0.0,0.0,0.0,0.0,11.892,4.842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.892,0.0,0.0,0.0,0.0,293.042,24.642,0.0
56,2024-01-11 00:00:56,0.0,0.0,0.0,0.0,0.0,0.0,11.767,4.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.767,0.0,0.0,0.0,0.0,293.01,24.517,0.0
57,2024-01-11 00:00:57,0.0,0.0,0.0,0.0,0.0,0.0,12.012,4.763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.012,0.0,0.0,0.0,0.0,292.963,24.738,0.0
58,2024-01-11 00:00:58,0.0,0.0,0.0,0.0,0.0,0.0,11.886,4.828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.886,0.0,0.0,0.0,0.0,293.028,24.636,0.0
59,2024-01-11 00:00:59,0.0,0.0,0.0,0.0,0.0,0.0,11.917,4.814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.917,0.0,0.0,0.0,0.0,293.014,24.667,0.0
60,2024-01-11 00:01:00,0.0,0.0,0.0,0.0,0.0,0.0,11.952,4.754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.952,0.0,0.0,0.0,0.0,292.954,24.702,0.0
61,2024-01-11 00:01:01,0.0,0.0,0.0,0.0,0.0,0.0,12.077,4.764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.077,0.0,0.0,0.0,0.0,292.964,24.673,0.0
62,2024-01-11 00:01:02,0.0,0.0,0.0,0.0,0.0,0.0,11.982,4.827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.982,0.0,0.0,0.0,0.0,293.027,24.732,0.0
63,2024-01-11 00:01:03,0.0,0.0,0.0,0.0,0.0,0.0,12.123,4.824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.123,0.0,0.0,0.0,0.0,293.024,24.627,0.0
64,2024-01-11 00:01:04,0.0,0.0,0.0,0.0,0.0,0.0,11.911,4.796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.911,0.0,0.0,0.0,0.0,292.996,24.661,0.0
65,2024-01-11 00:01:05,0.0,0.0,0.0,0.0,0.0,0.0,11.866,4.774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.866,0.0,0.0,0.0,0.0,292.974,24.616,0.0
66,2024-01-11 00:01:06,0.0,0.0,0.0,0.0,0.0,0.0,11.93,4.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.93,0.0,0.0,0.0,0.0,293.012,24.68,0.0
67,2024-01-11 00:01:07,0.0,0.0,0.0,0.0,0.0,0.0,12.013,4.773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.013,0.0,0.0,0.0,0.0,292.973,24.737,0.0
68,2024-01-11 00:01:08,0.0,0.0,0.0,0.0,0.0,0.0,12.122,4.822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.122,0.0,0.0,0.0,0.0,293.022,24.628,0.0
69,2024-01-11 00:01:09,0.0,0.0,0.0,0.0,0.0,0.0,11.746,4.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.746,0.0,0.0,0.0,0.0,293.04,24.496,0.0
70,2024-01-11 00:01:10,1.0,0.0,0.0,0.0,0.0,0.0,12.054,4.843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.054,0.0,0.0,0.0,0.0,293.043,24.696,0.0
71,2024-01-11 00:01:11,0.0,0.0,0.0,0.0,0.0,0.0,12.168,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.168,0.0,0.0,0.0,0.0,292.96,24.582,0.0
72,2024-01-11 00:01:12,0.0,0.0,0.0,0.0,0.0,0.0,12.039,4.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.039,0.0,0.0,0.0,0.0,292.957,24.711,0.0
73,2024-01-11 00:01:13,0.0,0.0,0.0,0.0,0.0,0.0,11.973,4.818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.973,0.0,0.0,0.0,0.0,293.018,24.723,0.0
74,2024-01-11 00:01:14,0.0,0.0,0.0,0.0,0.0,0.0,11.751,4.821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.751,0.0,0.0,0.0,0.0,293.021,24.501,0.0
75,2024-01-11 00:01:15,0.0,0.0,0.0,0.0,0.0,0.0,11.902,4.767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.902,0.0,0.0,0.0,0.0,292.967,24.652,0.0
76,2024-01-11 00:01:16,1.0,0.0,0.0,0.0,0.0,0.0,11.696,4.842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.696,0.0,0.0,0.0,0.0,293.042,24.446,0.0
77,2024-01-11 00:01:17,0.0,0.0,0.0,0.0,0.0,0.0,12.212,4.835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.212,0.0,0.0,0.0,0.0,293.035,24.538,0.0
78,2024-01-11 00:01:18,0.0,0.0,0.0,0.0,0.0,0.0,11.883,4.804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.883,0.0,0.0,0.0,0.0,293.004,24.633,0.0
79,2024-01-11 00:01:19,0.0,0.0,0.0,0.0,0.0,0.0,11.869,4.805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.869,0.0,0.0,0.0,0.0,293.005,24.619,0.0
80,2024-01-11 00:01:20,0.0,0.0,0.0,0.0,0.0,0.0,12.151,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.151,0.0,0.0,0.0,0.0,292.99,24.599,0.0
81,2024-01-11 00:01:21,0.0,0.0,0.0,0.0,0.0,0.0,12.166,4.774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.166,0.0,0.0,0.0,0.0,292.974,24.584,0.0
82,2024-01-11 00:01:22,0.0,0.0,0.0,0.0,0.0,0.0,12.094,4.831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.094,0.0,0.0,0.0,0.0,293.031,24.656,0.0
83,2024-01-11 00:01:23,1.0,0.0,0.0,0.0,0.0,0.0,11.879,4.841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.879,0.0,0.0,0.0,0.0,293.041,24.629,0.0
84,2024-01-11 00:01:24,1.0,0.0,0.0,0.0,0.0,0.0,12.02,4.847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.02,0.0,0.0,0.0,0.0,293.047,24.73,0.0
85,2024-01-11 00:01:25,0.0,0.0,0.0,0.0,0.0,0.0,11.637,4.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.637,0.0,0.0,0.0,0.0,293.01,24.387,0.0
86,2024-01-11 00:01:26,0.0,0.0,0.0,0.0,0.0,0.0,12.127,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.127,0.0,0.0,0.0,0.0,292.97,24.623,0.0
87,2024-01-11 00:01:27,0.0,0.0,0.0,0.0,0.0,0.0,12.012,4.759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.012,0.0,0.0,0.0,0.0,292.959,24.738,0.0
88,2024-01-11 00:01:28,0.0,0.0,0.0,0.0,0.0,0.0,12.025,4.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.025,0.0,0.0,0.0,0.0,292.957,24.725,0.0
89,2024-01-11 00:01:29,0.0,0.0,0.0,0.0,0.0,0.0,12.151,4.819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.151,0.0,0.0,0.0,0.0,293.019,24.599,0.0
90,2024-01-11 00:01:30,0.0,0.0,0.0,0.0,0.0,0.0,11.987,4.783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.987,0.0,0.0,0.0,0.0,292.983,24.737,0.0
91,2024-01-11 00:01:31,0.0,0.0,0.0,0.0,0.0,0.0,12.216,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.216,0.0,0.0,0.0,0.0,292.97,24.534,0.0
92,2024-01-11 00:01:32,0.0,0.0,0.0,0.0,0.0,0.0,11.974,4.754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.974,0.0,0.0,0.0,0.0,292.954,24.724,0.0
93,2024-01-11 00:01:33,0.0,0.0,0.0,0.0,0.0,0.0,12.13,4.794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.13,0.0,0.0,0.0,0.0,292.994,24.62,0.0
94,2024-01-11 00:01:34,0.0,0.0,0.0,0.0,0.0,0.0,12.136,4.781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.136,0.0,0.0,0.0,0.0,292.981,24.614,0.0
95,2024-01-11 00:01:35,0.0,0.0,0.0,0.0,0.0,0.0,11.604,4.828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.604,0.0,0.0,0.0,0.0,293.028,24.354,0.0
96,2024-01-11 00:01:36,1.0,0.0,0.0,0.0,0.0,0.0,12.215,4.843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.215,0.0,0.0,0.0,0.0,293.043,24.535,0.0
97,2024-01-11 00:01:37,0.0,0.0,0.0,0.0,0.0,0.0,11.799,4.771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.799,0.0,0.0,0.0,0.0,292.971,24.549,0.0
98,2024-01-11 00:01:38,0.0,0.0,0.0,0.0,0.0,0.0,12.081,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.081,0.0,0.0,0.0,0.0,293.0,24.669,0.0
99,2024-01-11 00:01:39,0.0,0.0,0.0,0.0,0.0,0.0,11.934,4.818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.934,0.0,0.0,0.0,0.0,293.018,24.684,0.0
100,2024-01-11 00:01:40,0.0,0.0,0.0,0.0,0.0,0.0,12.225,4.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.225,0.0,0.0,0.0,0.0,292.997,24.525,0.0
101,2024-01-11 00:01:41,0.0,0.0,0.0,0.0,0.0,0.0,12.153,4.828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.153,0.0,0.0,0.0,0.0,293.028,24.597,0.0
102,2024-01-11 00:01:42,0.0,0.0,0.0,0.0,0.0,0.0,11.997,4.769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.997,0.0,0.0,0.0,0.0,292.969,24.747,0.0
103,2024-01-11 00:01:43,0.0,0.0,0.0,0.0,0.0,0.0,12.114,4.776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.114,0.0,0.0,0.0,0.0,292.976,24.636,0.0
104,2024-01-11 00:01:44,0.0,0.0,0.0,0.0,0.0,0.0,11.883,4.788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.883,0.0,0.0,0.0,0.0,292.988,24.633,0.0
105,2024-01-11 00:01:45,0.0,0.0,0.0,0.0,0.0,0.0,12.23,4.793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.23,0.0,0.0,0.0,0.0,292.993,24.52,0.0
106,2024-01-11 00:01:46,0.0,0.0,0.0,0.0,0.0,0.0,12.021,4.751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.021,0.0,0.0,0.0,0.0,292.951,24.729,0.0
107,2024-01-11 00:01:47,0.0,0.0,0.0,0.0,0.0,0.0,12.011,4.808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.011,0.0,0.0,0.0,0.0,293.008,24.739,0.0
108,2024-01-11 00:01:48,0.0,0.0,0.0,0.0,0.0,0.0,11.886,4.776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.886,0.0,0.0,0.0,0.0,292.976,24.636,0.0
109,2024-01-11 00:01:49,0.0,0.0,0.0,0.0,0.0,0.0,11.937,4.834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.937,0.0,0.0,0.0,0.0,293.034,24.687,0.0
110,2024-01-11 00:01:50,0.0,0.0,0.0,0.0,0.0,0.0,12.037,4.792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.037,0.0,0.0,0.0,0.0,292.992,24.713,0.0
111,2024-01-11 00:01:51,0.0,0.0,0.0,0.0,0.0,0.0,12.254,4.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.254,0.0,0.0,0.0,0.0,293.01,24.496,0.0
112,2024-01-11 00:01:52,0.0,0.0,0.0,0.0,0.0,0.0,11.765,4.769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.765,0.0,0.0,0.0,0.0,292.969,24.515,0.0
113,2024-01-11 00:01:53,0.0,0.0,0.0,0.0,0.0,0.0,12.06,4.794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.06,0.0,0.0,0.0,0.0,292.994,24.69,0.0
114,2024-01-11 00:01:54,0.0,0.0,0.0,0.0,0.0,0.0,12.299,4.823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.299,0.0,0.0,0.0,0.0,293.023,24.451,0.0
115,2024-01-11 00:01:55,0.0,0.0,0.0,0.0,0.0,0.0,12.117,4.839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.117,0.0,0.0,0.0,0.0,293.039,24.633,0.0
116,2024-01-11 00:01:56,0.0,0.0,0.0,0.0,0.0,0.0,11.813,4.773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.813,0.0,0.0,0.0,0.0,292.973,24.563,0.0
117,2024-01-11 00:01:57,0.0,0.0,0.0,0.0,0.0,0.0,11.923,4.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.923,0.0,0.0,0.0,0.0,293.033,24.673,0.0
118,2024-01-11 00:01:58,0.0,0.0,0.0,0.0,0.0,0.0,11.942,4.761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.942,0.0,0.0,0.0,0.0,292.961,24.692,0.0
119,2024-01-11 00:01:59,0.0,0.0,0.0,0.0,0.0,0.0,11.955,4.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.955,0.0,0.0,0.0,0.0,292.957,24.705,0.0
120,2024-01-11 00:02:00,0.0,0.0,0.0,0.0,0.0,0.0,12.13,4.828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.13,0.0,0.0,0.0,0.0,293.028,24.62,0.0
121,2024-01-11 00:02:01,0.0,0.0,0.0,0.0,0.0,0.0,12.083,4.779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.083,0.0,0.0,0.0,0.0,292.979,24.667,0.0
122,2024-01-11 00:02:02,0.0,0.0,0.0,0.0,0.0,0.0,12.284,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.284,0.0,0.0,0.0,0.0,292.95,24.466,0.0
123,2024-01-11 00:02:03,0.0,0.0,0.0,0.0,0.0,0.0,12.038,4.753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.038,0.0,0.0,0.0,0.0,292.953,24.712,0.0
124,2024-01-11 00:02:04,0.0,0.0,0.0,0.0,0.0,0.0,12.049,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.049,0.0,0.0,0.0,0.0,293.0,24.701,0.0
125,2024-01-11 00:02:05,0.0,0.0,0.0,0.0,0.0,0.0,11.894,4.823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.894,0.0,0.0,0.0,0.0,293.023,24.644,0.0
126,2024-01-11 00:02:06,0.0,0.0,0.0,0.0,0.0,0.0,12.186,4.815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.186,0.0,0.0,0.0,0.0,293.015,24.564,0.0
127,2024-01-11 00:02:07,0.0,0.0,0.0,0.0,0.0,0.0,11.882,4.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.882,0.0,0.0,0.0,0.0,292.952,24.632,0.0
