Unnamed: 0,Date & Time,RCC,FS,Op Mode,Status,Thrust,Isp,Bus_V,Bus_I,Emit_V,Emit_I,Emit_P,Ext_V,Ext_I,Ext_P,Rsv_P,Rsv_T,Neut Bias,Neut_V,NeutB_I,NeutB_P,LVB_T,ThermoEle_V,FSe,Bus_P,m_dot,thr,isp,emtv,emti,emtp,extv,exti,extp,neuv,neui,neup,rsvp,md
26,2024-01-11 00:00:26,0.0,0.0,0.0,0.0,0.0,0.0,12.001,4.799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.001,0.0,0.0,0.0,0.0,292.999,24.749,0.0,57.592799,,,,,,,,,,,,,,
27,2024-01-11 00:00:27,0.0,0.0,0.0,0.0,0.0,0.0,11.908,4.786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.908,0.0,0.0,0.0,0.0,292.986,24.658,0.0,56.99168799999999,,,,,,,,,,,,,,
28,2024-01-11 00:00:28,0.0,0.0,0.0,0.0,0.0,0.0,12.039,4.823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.039,0.0,0.0,0.0,0.0,293.023,24.711,0.0,58.064097000000004,,,,,,,,,,,,,,
29,2024-01-11 00:00:29,0.0,0.0,0.0,0.0,0.0,0.0,11.875,4.774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.875,0.0,0.0,0.0,0.0,292.974,24.625,0.0,56.691250000000004,,,,,,,,,,,,,,
30,2024-01-11 00:00:30,0.0,0.0,0.0,0.0,0.0,0.0,11.951,4.788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.951,0.0,0.0,0.0,0.0,292.988,24.701,0.0,57.221388000000005,,,,,,,,,,,,,,
31,2024-01-11 00:00:31,0.0,0.0,0.0,0.0,0.0,0.0,11.987,4.831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.987,0.0,0.0,0.0,0.0,293.031,24.737,0.0,57.909197000000006,,,,,,,,,,,,,,
32,2024-01-11 00:00:32,0.0,0.0,0.0,0.0,0.0,0.0,11.803,4.802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.803,0.0,0.0,0.0,0.0,293.002,24.553,0.0,56.678005999999996,,,,,,,,,,,,,,
33,2024-01-11 00:00:33,0.0,0.0,0.0,0.0,0.0,0.0,11.776,4.807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.776,0.0,0.0,0.0,0.0,293.007,24.526,0.0,56.607232,,,,,,,,,,,,,,
34,2024-01-11 00:00:34,0.0,0.0,0.0,0.0,0.0,0.0,11.967,4.753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.967,0.0,0.0,0.0,0.0,292.953,24.717,0.0,56.87915100000001,,,,,,,,,,,,,,
35,2024-01-11 00:00:35,0.0,0.0,0.0,0.0,0.0,0.0,11.665,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.665,0.0,0.0,0.0,0.0,292.99,24.415,0.0,55.87535,,,,,,,,,,,,,,
36,2024-01-11 00:00:36,0.0,0.0,0.0,0.0,0.0,0.0,11.97,4.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.97,0.0,0.0,0.0,0.0,292.98,24.72,0.0,57.21660000000001,,,,,,,,,,,,,,
37,2024-01-11 00:00:37,0.0,0.0,0.0,0.0,0.0,0.0,12.209,4.808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.209,0.0,0.0,0.0,0.0,293.008,24.541,0.0,58.700872,,,,,,,,,,,,,,
38,2024-01-11 00:00:38,0.0,0.0,0.0,0.0,0.0,0.0,11.724,4.807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.724,0.0,0.0,0.0,0.0,293.007,24.474,0.0,56.357268000000005,,,,,,,,,,,,,,
39,2024-01-11 00:00:39,0.0,0.0,0.0,0.0,0.0,0.0,11.873,4.807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.873,0.0,0.0,0.0,0.0,293.007,24.623,0.0,57.073511,,,,,,,,,,,,,,
40,2024-01-11 00:00:40,0.0,0.0,0.0,0.0,0.0,0.0,12.12,4.823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.12,0.0,0.0,0.0,0.0,293.023,24.63,0.0,58.45476,,,,,,,,,,,,,,
41,2024-01-11 00:00:41,0.0,0.0,0.0,0.0,0.0,0.0,11.997,4.779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.997,0.0,0.0,0.0,0.0,292.979,24.747,0.0,57.333663,,,,,,,,,,,,,,
42,2024-01-11 00:00:42,0.0,0.0,0.0,0.0,0.0,0.0,12.166,4.756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.166,0.0,0.0,0.0,0.0,292.956,24.584,0.0,57.861496,,,,,,,,,,,,,,
43,2024-01-11 00:00:43,0.0,0.0,0.0,0.0,0.0,0.0,11.816,4.814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.816,0.0,0.0,0.0,0.0,293.014,24.566,0.0,56.882224,,,,,,,,,,,,,,
44,2024-01-11 00:00:44,0.0,0.0,0.0,0.0,0.0,0.0,11.988,4.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.988,0.0,0.0,0.0,0.0,293.03,24.738,0.0,57.90204,,,,,,,,,,,,,,
45,2024-01-11 00:00:45,0.0,0.0,0.0,0.0,0.0,0.0,11.933,4.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.933,0.0,0.0,0.0,0.0,292.958,24.683,0.0,56.777214,,,,,,,,,,,,,,
46,2024-01-11 00:00:46,0.0,0.0,0.0,0.0,0.0,0.0,12.091,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.091,0.0,0.0,0.0,0.0,292.97,24.659,0.0,57.67406999999999,,,,,,,,,,,,,,
47,2024-01-11 00:00:47,0.0,0.0,0.0,0.0,0.0,0.0,11.902,4.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.902,0.0,0.0,0.0,0.0,292.997,24.652,0.0,57.09389399999999,,,,,,,,,,,,,,
48,2024-01-11 00:00:48,0.0,0.0,0.0,0.0,0.0,0.0,11.942,4.773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.942,0.0,0.0,0.0,0.0,292.973,24.692,0.0,56.999165999999995,,,,,,,,,,,,,,
49,2024-01-11 00:00:49,0.0,0.0,0.0,0.0,0.0,0.0,11.965,4.836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.965,0.0,0.0,0.0,0.0,293.036,24.715,0.0,57.86274,,,,,,,,,,,,,,
50,2024-01-11 00:00:50,0.0,0.0,0.0,0.0,0.0,0.0,11.864,4.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.864,0.0,0.0,0.0,0.0,292.952,24.614,0.0,56.377728,,,,,,,,,,,,,,
51,2024-01-11 00:00:51,0.0,0.0,0.0,0.0,0.0,0.0,12.163,4.831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.163,0.0,0.0,0.0,0.0,293.031,24.587,0.0,58.75945300000001,,,,,,,,,,,,,,
52,2024-01-11 00:00:52,1.0,0.0,0.0,0.0,0.0,0.0,12.135,4.844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.135,0.0,0.0,0.0,0.0,293.044,24.615,0.0,58.781940000000006,,,,,,,,,,,,,,
53,2024-01-11 00:00:53,0.0,0.0,0.0,0.0,0.0,0.0,12.257,4.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.257,0.0,0.0,0.0,0.0,292.975,24.493,0.0,58.527175,,,,,,,,,,,,,,
54,2024-01-11 00:00:54,0.0,0.0,0.0,0.0,0.0,0.0,12.136,4.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.136,0.0,0.0,0.0,0.0,293.033,24.614,0.0,58.653287999999996,,,,,,,,,,,,,,
55,2024-01-11 00:00:55,1.0,0.0,0.0,0.0,0.0,0.0,12.04,4.845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.04,0.0,0.0,0.0,0.0,293.045,24.71,0.0,58.33379999999999,,,,,,,,,,,,,,
56,2024-01-11 00:00:56,0.0,0.0,0.0,0.0,0.0,0.0,12.029,4.776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.029,0.0,0.0,0.0,0.0,292.976,24.721,0.0,57.450503999999995,,,,,,,,,,,,,,
57,2024-01-11 00:00:57,0.0,0.0,0.0,0.0,0.0,0.0,12.059,4.821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.059,0.0,0.0,0.0,0.0,293.021,24.691,0.0,58.136438999999996,,,,,,,,,,,,,,
58,2024-01-11 00:00:58,0.0,0.0,0.0,0.0,0.0,0.0,11.781,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.781,0.0,0.0,0.0,0.0,292.96,24.531,0.0,56.07756,,,,,,,,,,,,,,
59,2024-01-11 00:00:59,0.0,0.0,0.0,0.0,0.0,0.0,12.166,4.773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.166,0.0,0.0,0.0,0.0,292.973,24.584,0.0,58.068318,,,,,,,,,,,,,,
60,2024-01-11 00:01:00,1.0,0.0,0.0,0.0,0.0,0.0,11.965,4.848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.965,0.0,0.0,0.0,0.0,293.048,24.715,0.0,58.006319999999995,,,,,,,,,,,,,,
61,2024-01-11 00:01:01,0.0,0.0,0.0,0.0,0.0,0.0,11.711,4.814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.711,0.0,0.0,0.0,0.0,293.014,24.461,0.0,56.376754000000005,,,,,,,,,,,,,,
62,2024-01-11 00:01:02,0.0,0.0,0.0,0.0,0.0,0.0,12.049,4.816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.049,0.0,0.0,0.0,0.0,293.016,24.701,0.0,58.027984,,,,,,,,,,,,,,
63,2024-01-11 00:01:03,0.0,0.0,0.0,0.0,0.0,0.0,11.759,4.798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.759,0.0,0.0,0.0,0.0,292.998,24.509,0.0,56.419682,,,,,,,,,,,,,,
64,2024-01-11 00:01:04,0.0,0.0,0.0,0.0,0.0,0.0,12.092,4.798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.092,0.0,0.0,0.0,0.0,292.998,24.658,0.0,58.017416000000004,,,,,,,,,,,,,,
65,2024-01-11 00:01:05,0.0,0.0,0.0,0.0,0.0,0.0,11.998,4.824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.998,0.0,0.0,0.0,0.0,293.024,24.748,0.0,57.87835199999999,,,,,,,,,,,,,,
66,2024-01-11 00:01:06,0.0,0.0,0.0,0.0,0.0,0.0,11.962,4.808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.962,0.0,0.0,0.0,0.0,293.008,24.712,0.0,57.513296,,,,,,,,,,,,,,
67,2024-01-11 00:01:07,0.0,0.0,0.0,0.0,0.0,0.0,11.836,4.792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.836,0.0,0.0,0.0,0.0,292.992,24.586,0.0,56.718112,,,,,,,,,,,,,,
68,2024-01-11 00:01:08,0.0,0.0,0.0,0.0,0.0,0.0,11.905,4.821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.905,0.0,0.0,0.0,0.0,293.021,24.655,0.0,57.39400499999999,,,,,,,,,,,,,,
69,2024-01-11 00:01:09,0.0,0.0,0.0,0.0,0.0,0.0,11.961,4.808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.961,0.0,0.0,0.0,0.0,293.008,24.711,0.0,57.508488,,,,,,,,,,,,,,
70,2024-01-11 00:01:10,0.0,0.0,0.0,0.0,0.0,0.0,11.738,4.821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.738,0.0,0.0,0.0,0.0,293.021,24.488,0.0,56.58889799999999,,,,,,,,,,,,,,
71,2024-01-11 00:01:11,0.0,0.0,0.0,0.0,0.0,0.0,12.043,4.809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.043,0.0,0.0,0.0,0.0,293.009,24.707,0.0,57.914787,,,,,,,,,,,,,,
72,2024-01-11 00:01:12,0.0,0.0,0.0,0.0,0.0,0.0,12.033,4.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.033,0.0,0.0,0.0,0.0,292.955,24.717,0.0,57.21691499999999,,,,,,,,,,,,,,
73,2024-01-11 00:01:13,0.0,0.0,0.0,0.0,0.0,0.0,12.048,4.829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.048,0.0,0.0,0.0,0.0,293.029,24.702,0.0,58.179792,,,,,,,,,,,,,,
74,2024-01-11 00:01:14,0.0,0.0,0.0,0.0,0.0,0.0,12.072,4.829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.072,0.0,0.0,0.0,0.0,293.029,24.678,0.0,58.29568799999999,,,,,,,,,,,,,,
75,2024-01-11 00:01:15,0.0,0.0,0.0,0.0,0.0,0.0,11.951,4.834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.951,0.0,0.0,0.0,0.0,293.034,24.701,0.0,57.771133999999996,,,,,,,,,,,,,,
76,2024-01-11 00:01:16,0.0,0.0,0.0,0.0,0.0,0.0,12.055,4.817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.055,0.0,0.0,0.0,0.0,293.017,24.695,0.0,58.068935,,,,,,,,,,,,,,
77,2024-01-11 00:01:17,0.0,0.0,0.0,0.0,0.0,0.0,11.946,4.771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.946,0.0,0.0,0.0,0.0,292.971,24.696,0.0,56.994366,,,,,,,,,,,,,,
78,2024-01-11 00:01:18,0.0,0.0,0.0,0.0,0.0,0.0,12.103,4.821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.103,0.0,0.0,0.0,0.0,293.021,24.647,0.0,58.348563,,,,,,,,,,,,,,
79,2024-01-11 00:01:19,0.0,0.0,0.0,0.0,0.0,0.0,11.859,4.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.859,0.0,0.0,0.0,0.0,293.033,24.609,0.0,57.314547000000005,,,,,,,,,,,,,,
80,2024-01-11 00:01:20,0.0,0.0,0.0,0.0,0.0,0.0,11.89,4.809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.89,0.0,0.0,0.0,0.0,293.009,24.64,0.0,57.179010000000005,,,,,,,,,,,,,,
81,2024-01-11 00:01:21,1.0,0.0,0.0,0.0,0.0,0.0,11.895,4.849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.895,0.0,0.0,0.0,0.0,293.049,24.645,0.0,57.678855,,,,,,,,,,,,,,
82,2024-01-11 00:01:22,1.0,0.0,0.0,0.0,0.0,0.0,12.045,4.846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.045,0.0,0.0,0.0,0.0,293.046,24.705,0.0,58.37007,,,,,,,,,,,,,,
83,2024-01-11 00:01:23,0.0,0.0,0.0,0.0,0.0,0.0,11.93,4.763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.93,0.0,0.0,0.0,0.0,292.963,24.68,0.0,56.82259,,,,,,,,,,,,,,
84,2024-01-11 00:01:24,0.0,0.0,0.0,0.0,0.0,0.0,12.072,4.803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.072,0.0,0.0,0.0,0.0,293.003,24.678,0.0,57.981815999999995,,,,,,,,,,,,,,
85,2024-01-11 00:01:25,0.0,0.0,0.0,0.0,0.0,0.0,11.879,4.829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.879,0.0,0.0,0.0,0.0,293.029,24.629,0.0,57.363690999999996,,,,,,,,,,,,,,
86,2024-01-11 00:01:26,0.0,0.0,0.0,0.0,0.0,0.0,12.132,4.751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.132,0.0,0.0,0.0,0.0,292.951,24.618,0.0,57.639132000000004,,,,,,,,,,,,,,
87,2024-01-11 00:01:27,0.0,0.0,0.0,0.0,0.0,0.0,11.825,4.763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.825,0.0,0.0,0.0,0.0,292.963,24.575,0.0,56.322475,,,,,,,,,,,,,,
88,2024-01-11 00:01:28,0.0,0.0,0.0,0.0,0.0,0.0,12.263,4.782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.263,0.0,0.0,0.0,0.0,292.982,24.487,0.0,58.641666,,,,,,,,,,,,,,
89,2024-01-11 00:01:29,0.0,0.0,0.0,0.0,0.0,0.0,12.151,4.779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.151,0.0,0.0,0.0,0.0,292.979,24.599,0.0,58.069629,,,,,,,,,,,,,,
90,2024-01-11 00:01:30,0.0,0.0,0.0,0.0,0.0,0.0,11.947,4.754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.947,0.0,0.0,0.0,0.0,292.954,24.697,0.0,56.79603799999999,,,,,,,,,,,,,,
91,2024-01-11 00:01:31,0.0,0.0,0.0,0.0,0.0,0.0,11.847,4.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.847,0.0,0.0,0.0,0.0,293.03,24.597,0.0,57.22101,,,,,,,,,,,,,,
92,2024-01-11 00:01:32,0.0,0.0,0.0,0.0,0.0,0.0,12.124,4.769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.124,0.0,0.0,0.0,0.0,292.969,24.626,0.0,57.819356000000006,,,,,,,,,,,,,,
93,2024-01-11 00:01:33,0.0,0.0,0.0,0.0,0.0,0.0,12.212,4.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.212,0.0,0.0,0.0,0.0,292.997,24.538,0.0,58.580963999999994,,,,,,,,,,,,,,
94,2024-01-11 00:01:34,0.0,0.0,0.0,0.0,0.0,0.0,12.345,4.803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.345,0.0,0.0,0.0,0.0,293.003,24.405,0.0,59.293035,,,,,,,,,,,,,,
95,2024-01-11 00:01:35,1.0,0.0,0.0,0.0,0.0,0.0,12.203,4.842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.203,0.0,0.0,0.0,0.0,293.042,24.547,0.0,59.08692599999999,,,,,,,,,,,,,,
96,2024-01-11 00:01:36,0.0,0.0,0.0,0.0,0.0,0.0,11.741,4.788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.741,0.0,0.0,0.0,0.0,292.988,24.491,0.0,56.215908,,,,,,,,,,,,,,
97,2024-01-11 00:01:37,0.0,0.0,0.0,0.0,0.0,0.0,12.191,4.782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.191,0.0,0.0,0.0,0.0,292.982,24.559,0.0,58.29736200000001,,,,,,,,,,,,,,
98,2024-01-11 00:01:38,1.0,0.0,0.0,0.0,0.0,0.0,11.957,4.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.957,0.0,0.0,0.0,0.0,293.05,24.707,0.0,57.99145,,,,,,,,,,,,,,
99,2024-01-11 00:01:39,0.0,0.0,0.0,0.0,0.0,0.0,11.915,4.831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.915,0.0,0.0,0.0,0.0,293.031,24.665,0.0,57.561365,,,,,,,,,,,,,,
100,2024-01-11 00:01:40,0.0,0.0,0.0,0.0,0.0,0.0,11.906,4.806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.906,0.0,0.0,0.0,0.0,293.006,24.656,0.0,57.220236,,,,,,,,,,,,,,
101,2024-01-11 00:01:41,0.0,0.0,0.0,0.0,0.0,0.0,12.281,4.798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.281,0.0,0.0,0.0,0.0,292.998,24.469,0.0,58.924238,,,,,,,,,,,,,,
102,2024-01-11 00:01:42,0.0,0.0,0.0,0.0,0.0,0.0,11.946,4.804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.946,0.0,0.0,0.0,0.0,293.004,24.696,0.0,57.388584,,,,,,,,,,,,,,
103,2024-01-11 00:01:43,0.0,0.0,0.0,0.0,0.0,0.0,12.179,4.818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.179,0.0,0.0,0.0,0.0,293.018,24.571,0.0,58.678422,,,,,,,,,,,,,,
104,2024-01-11 00:01:44,0.0,0.0,0.0,0.0,0.0,0.0,12.081,4.763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.081,0.0,0.0,0.0,0.0,292.963,24.669,0.0,57.541802999999994,,,,,,,,,,,,,,
